model_id,k_fold,frac_val,val_best_acc,val_best_auc,val_best_sp,val_best_sn,val_avg_acc,val_avg_auc,val_avg_sp,val_avg_sn,train_best_acc,train_best_auc,train_best_sp,train_best_sn,train_avg_acc,train_avg_auc,train_avg_sp,train_avg_sn,host_name,is_inception,optim,lr,epochs,double_img,output_tab,backbone,feature_extract,early_start
115fd397b3a946de956560e2011c3f78,,0.2,0.8280254777070064,0.7847630238934586,1.0,0.8260869565217391,0.7726114649681528,0.694702311006659,0.8828828828828829,0.5065217391304347,0.8735440931780366,0.8129777311735975,0.9930875576036866,0.6766467065868264,0.8142262895174709,0.714898313971136,0.9384792626728112,0.491317365269461,magneto,False,ranger,0.01,100,0,,shuffle,False,100
e25d615d543b434c9c3811c2137ad75f,,0.2,0.8343949044585988,0.7447121034077556,1.0,0.9130434782608696,0.7478980891719748,0.6497277712495104,0.8868468468468468,0.4126086956521739,0.8336106489184693,0.7411214437484478,0.9654377880184332,0.5329341317365269,0.781198003327787,0.6538094318275891,0.940552995391705,0.367065868263473,magneto,False,radam,0.01,100,0,,shuffle,False,100
2a9333a060414f748291832bf6f5ae4a,,0.2,0.8152866242038217,0.7266940853897376,1.0,0.782608695652174,0.70343949044586,0.5554631805718762,0.9128828828828828,0.1980434782608695,0.8069883527454244,0.6803236844283782,1.0,0.4131736526946107,0.7397171381031614,0.5561076464582356,0.9694009216589862,0.142814371257485,magneto,False,adam,0.01,100,0,,shuffle,False,100
2265f377ef5a4b99a70f2b73dd5291c1,,0.2,0.8407643312101911,0.7948491970231101,0.981981981981982,0.8695652173913043,0.7832484076433119,0.715909714061888,0.8785585585585585,0.5532608695652174,0.935108153078203,0.8979690388807637,0.9838709677419356,0.8263473053892215,0.8667387687188018,0.8022057727862248,0.9474654377880184,0.6569461077844312,magneto,False,sgd,0.01,100,0,,shuffle,False,100
f2d43285c5af41d1b5db0e2df3881c83,,0.2,0.8343949044585988,0.7967097532314923,1.0,0.8913043478260869,0.7747133757961783,0.6971435566000784,0.8845045045045045,0.5097826086956522,0.8718801996672213,0.8056030795551754,0.9930875576036866,0.6826347305389222,0.8159567387687187,0.718141022103259,0.9383179723502304,0.4979640718562875,magneto,False,ranger,0.01,100,0,,shuffle,False,100
fee7ed212d714bf991912d4fd816e1de,,0.2,0.8280254777070064,0.7445162553858207,1.0,0.8043478260869565,0.7144585987261146,0.5792959263611438,0.9057657657657658,0.2528260869565218,0.8019966722129784,0.6833107977593201,1.0,0.4311377245508982,0.7474542429284525,0.5755740362592785,0.9624654377880184,0.1886826347305389,magneto,False,adam,0.01,100,0,,shuffle,False,100
dfe87612e7364745bb7d63a3f659139d,,0.2,0.8089171974522293,0.7479435957696827,1.0,0.8043478260869565,0.7410828025477707,0.6433803368585977,0.8793693693693696,0.4073913043478261,0.8469217970049917,0.7595477248268441,0.967741935483871,0.562874251497006,0.7851747088186356,0.6626228648693396,0.9384792626728112,0.3867664670658683,magneto,False,radam,0.01,100,0,,shuffle,False,100
c23a035af24e484b8f167aaa5ed885fb,,0.2,0.802547770700637,0.7266940853897376,1.0,0.8260869565217391,0.7106369426751593,0.5583891500195848,0.9261261261261262,0.1906521739130434,0.8086522462562397,0.6980532023510583,1.0,0.4491017964071856,0.7438103161397671,0.5732167692265239,0.9572119815668204,0.1892215568862275,magneto,False,adam,0.01,100,0,,shuffle,False,100
a491ed1497f747ca82334ac7f82fdcab,,0.2,0.8471337579617835,0.8027810419114767,1.0,0.7608695652173914,0.7818471337579618,0.7103995299647474,0.8829729729729731,0.5378260869565217,0.9334442595673876,0.9018805706559232,0.97926267281106,0.8383233532934131,0.8653078202995007,0.7998703744584564,0.9471658986175114,0.6525748502994011,magneto,False,sgd,0.01,100,0,,shuffle,False,100
0c643cfb1a834f4dbb891cbc7b10ef98,,0.2,0.8343949044585988,0.7884841363102232,0.990990990990991,0.8695652173913043,0.775095541401274,0.692321778300039,0.8922522522522521,0.4923913043478261,0.870216306156406,0.8088316454648307,0.9907834101382488,0.6706586826347305,0.8161730449251248,0.717259306272248,0.9399078341013823,0.4946107784431137,magneto,False,ranger,0.01,100,0,,shuffle,False,100
c2badd107806485facd3ddf99fb46a44,,0.2,0.8280254777070064,0.7431453192322759,1.0,0.9130434782608696,0.7442675159235668,0.6479240109674893,0.8806306306306305,0.4152173913043478,0.8386023294509152,0.7510209994757031,0.9700460829493088,0.5688622754491018,0.7857903494176374,0.6612624520544166,0.9415668202764976,0.3809580838323352,magneto,False,radam,0.01,100,0,,shuffle,False,100
0355eaebab1b440688e5de5251ab2241,,0.2,0.7898089171974523,0.7161182922052488,1.0,1.0,0.7014012738853505,0.5512847630238935,0.913873873873874,0.188695652173913,0.7986688851913478,0.6598278098181517,1.0,0.3592814371257485,0.7323627287853579,0.5397980766577445,0.9732488479262672,0.1063473053892215,magneto,False,adam,0.01,100,0,,shuffle,False,100
20fbbda8cb4e492b80b5eb285c84aaca,,0.2,0.8471337579617835,0.8027810419114767,0.990990990990991,0.7391304347826086,0.7806369426751593,0.7091617704661184,0.8818018018018019,0.5365217391304348,0.9384359400998336,0.90533679185408,0.9838709677419356,0.8383233532934131,0.866089850249584,0.8020511741493971,0.9461981566820274,0.6579041916167665,magneto,False,sgd,0.01,100,0,,shuffle,False,100
f25458da56a74b5bbfde031195115eb0,,0.2,0.8407643312101911,0.7874069721895809,0.990990990990991,0.8695652173913043,0.7703184713375794,0.6932079905992949,0.8794594594594595,0.5069565217391304,0.8618968386023295,0.7933993763624825,0.9930875576036866,0.6467065868263473,0.8143760399334444,0.7146704517232816,0.9391013824884792,0.4902395209580837,magneto,False,ranger,0.01,100,0,,shuffle,False,100
3d644c9dd2254de48f5ad91153902e4c,,0.2,0.8152866242038217,0.7577359968664317,1.0,1.0,0.740063694267516,0.6530346650998824,0.8632432432432432,0.4428260869565218,0.8519134775374376,0.7574781312950136,0.97926267281106,0.5449101796407185,0.7829617304492512,0.6573883109357324,0.9400460829493088,0.3747305389221557,magneto,False,radam,0.01,100,0,,shuffle,False,100
9397b88ad38f42f4ab33e8c2f8e5bdd4,,0.2,0.8280254777070064,0.7847630238934586,1.0,0.7391304347826086,0.7733757961783438,0.6938425381903643,0.885945945945946,0.5017391304347826,0.9500831946755408,0.926757084908524,0.9815668202764976,0.8862275449101796,0.87936772046589,0.8322428185104443,0.9383179723502304,0.7261676646706587,magneto,False,sgd,0.01,100,0,,efficient,False,100
06325fe7ce2a40b5a8bd394b025c76e5,,0.2,0.7452229299363058,0.6896788092440267,1.0,1.0,0.5889171974522294,0.5448697610654132,0.6512612612612613,0.4384782608695652,0.7903494176372712,0.6651190706145312,0.97926267281106,0.4011976047904191,0.7423627287853577,0.5912416871326471,0.9314055299539172,0.2510778443113772,magneto,False,radam,0.01,100,0,,efficient,False,100
e97e4e68feb8487f953d17bc162717fb,,0.2,0.821656050955414,0.7420681551116333,1.0,0.9565217391304348,0.7359872611464968,0.6421954563258911,0.8687387387387386,0.4156521739130434,0.8402662229617305,0.7643767764011148,0.9585253456221198,0.6047904191616766,0.7997670549084859,0.6988268164132563,0.9260368663594472,0.4716167664670659,magneto,False,ranger,0.01,100,0,,efficient,False,100
6b110af5a811457897015afaafe0cdfc,,0.2,0.713375796178344,0.5451429690560124,1.0,0.3695652173913043,0.7059872611464971,0.5006795926361144,0.9965765765765766,0.0047826086956521,0.7221297836938436,0.5100789205000138,1.0,0.2574850299401197,0.7191347753743763,0.4996761086122686,0.9936635944700462,0.005688622754491,magneto,False,adam,0.01,100,0,,efficient,False,100
59618f872b5b49268e4cb0a9855f00b7,,0.2,0.8598726114649682,0.7799647473560517,1.0,0.782608695652174,0.7792356687898089,0.7080434782608697,0.8800000000000001,0.5360869565217391,0.9484193011647256,0.9269847401970254,0.97926267281106,0.8862275449101796,0.8781031613976704,0.8306120477938133,0.9375115207373272,0.7237125748502994,magneto,False,sgd,0.01,100,0,,efficient,False,100
95bffaba030a4d8bb029cf29a54ad9fb,,0.2,0.8152866242038217,0.7487269878574226,1.0,0.8260869565217391,0.7371337579617836,0.653572267920094,0.8554054054054054,0.4517391304347826,0.848585690515807,0.76622561328955,0.9631336405529954,0.5988023952095808,0.8061564059900165,0.7086108198349845,0.9281797235023042,0.4890419161676647,magneto,False,ranger,0.01,100,0,,efficient,False,100
ec472e22b3a74817aa150d6cadfd8a6a,,0.2,0.7070063694267517,0.5127301214257736,1.0,0.217391304347826,0.7025477707006371,0.4990109674892284,0.9906306306306308,0.007391304347826,0.7221297836938436,0.51882640249455,1.0,0.2934131736526946,0.7177870216306158,0.5007506415739948,0.9892857142857142,0.0122155688622754,magneto,False,adam,0.01,100,0,,efficient,False,100
86f66ac0d8174713bbb77d3993b2544d,,0.2,0.7324840764331211,0.6325891108499804,1.0,1.0,0.6489171974522294,0.5072297297297298,0.8494594594594596,0.165,0.7554076539101497,0.6234167609481498,1.0,0.3712574850299401,0.7206988352745427,0.5154393057203566,0.9774654377880184,0.0534131736526946,magneto,False,radam,0.01,100,0,,efficient,False,100
80bf0dd6075a44c7869fac27a79ac754,,0.2,0.8407643312101911,0.7855464159811986,1.0,0.8043478260869565,0.7620382165605096,0.6967087739913829,0.8545045045045044,0.538913043478261,0.9500831946755408,0.930440961395182,0.976958525345622,0.8862275449101796,0.8780865224625622,0.831042592234885,0.9369354838709676,0.7251497005988025,magneto,False,sgd,0.01,100,0,,efficient,False,100
acb09ca89a5c4bcabf0c3f22b77f23eb,,0.2,0.7834394904458599,0.6836075205640424,1.0,0.9782608695652174,0.6171974522292994,0.5460928319623971,0.7178378378378377,0.3743478260869566,0.7770382695507487,0.6522186042661222,1.0,0.3712574850299401,0.7362063227953413,0.5714883136951904,0.9422580645161288,0.2007185628742515,magneto,False,radam,0.01,100,0,,efficient,False,100
28e8f56f0c2e4d36b788bfeb3b88429a,,0.2,0.7324840764331211,0.5689385037211124,1.0,1.0,0.7012738853503186,0.5012289463376419,0.9844144144144144,0.0180434782608695,0.7237936772046589,0.5222826236927067,1.0,0.2934131736526946,0.7187021630615643,0.5002975385634262,0.9919124423963132,0.0086826347305389,magneto,False,adam,0.01,100,0,,efficient,False,100
f05ad3f2e5724339b6df546f10c182a6,,0.2,0.8343949044585988,0.7683117900509204,1.0,0.9782608695652174,0.7203184713375796,0.6514825695260478,0.8177477477477478,0.4852173913043479,0.8652246256239601,0.792481856563371,0.9654377880184332,0.6287425149700598,0.8019467554076537,0.7043882971384423,0.9239861751152076,0.4847904191616766,magneto,False,ranger,0.01,100,0,,efficient,False,100
9b212ce7942a46c5b8fad4260b62b39c,,0.2,0.8343949044585988,0.7765374069721896,1.0,0.8260869565217391,0.7710828025477707,0.7000499412455935,0.8716216216216216,0.5284782608695653,0.9484193011647256,0.931130825905792,0.97926267281106,0.8922155688622755,0.8776871880199667,0.8301766743011672,0.9371198156682028,0.7232335329341317,magneto,False,sgd,0.01,100,0,,efficient,False,100
2502353c3f6f47fa8d38ebae0f373891,,0.2,0.713375796178344,0.6170191931061497,1.0,1.0,0.6840127388535032,0.5026429690560126,0.9407207207207208,0.0645652173913043,0.7720465890183028,0.6229752476613593,1.0,0.3293413173652694,0.7214475873544095,0.5161787714892795,0.9782258064516128,0.0541317365269461,magneto,False,radam,0.01,100,0,,efficient,False,100
1a1b1a1b63d24e5daaac76b744c19bbc,,0.2,0.7070063694267517,0.5,1.0,1.0,0.7015923566878982,0.4994810027418722,0.9876576576576576,0.0113043478260869,0.7221297836938436,0.5165705455448549,1.0,0.2215568862275449,0.7186189683860235,0.500479386848423,0.9914976958525348,0.0094610778443113,magneto,False,adam,0.01,100,0,,efficient,False,100
d150488349a440bca64721267d06a963,,0.2,0.8280254777070064,0.7956325891108499,1.0,0.8695652173913043,0.733184713375796,0.6514159811985898,0.848918918918919,0.4539130434782608,0.8635607321131448,0.792012748696156,0.9631336405529954,0.6646706586826348,0.80216306156406,0.705145906343994,0.92352534562212,0.4867664670658682,magneto,False,ranger,0.01,100,0,,efficient,False,100
916243de6d9f47a09e098d194e5742b3,,0.2,0.8152866242038217,0.7648844496670583,1.0,0.8913043478260869,0.7375159235668789,0.6444222483352918,0.8692792792792794,0.4195652173913043,0.8419301164725458,0.7579334418720163,0.9746543778801844,0.5688622754491018,0.7825790349417637,0.6559260741190431,0.9410138248847928,0.3708383233532934,magneto,False,radam,0.01,100,0,,shuffle,False,100
a4a60b26730847baac8423426aa1a22a,,0.2,0.802547770700637,0.7164120642381512,1.0,0.7608695652173914,0.7068789808917201,0.5458019976498236,0.934864864864865,0.1567391304347826,0.8003327787021631,0.6701895747675156,1.0,0.3772455089820359,0.7331447587354409,0.5399711636634564,0.9747926267281106,0.1051497005988024,magneto,False,adam,0.01,100,0,,shuffle,False,100
e83723b285fc428391994148e09a1f54,,0.2,0.8471337579617835,0.7791813552683118,1.0,0.7608695652173914,0.7846496815286624,0.7095172346259302,0.8909909909909909,0.5280434782608695,0.9367720465890184,0.8972791743701537,0.9861751152073732,0.8143712574850299,0.8673377703826955,0.8024547448881039,0.9485023041474654,0.6564071856287427,magneto,False,sgd,0.01,100,0,,shuffle,False,100
080b8601cc2b451cb9658412a5717fcb,,0.2,0.8407643312101911,0.7892675283979631,1.0,0.8695652173913043,0.7754777070063694,0.6974294947121035,0.885945945945946,0.5089130434782608,0.8635607321131448,0.7858039681006651,0.9907834101382488,0.6407185628742516,0.8104825291181365,0.7097458539142913,0.9364976958525346,0.4829940119760479,magneto,False,ranger,0.01,100,0,,shuffle,False,100
1439e1dede514d4e97c1c69e872de0f3,,0.2,0.8598726114649682,0.7863298080689385,1.0,0.782608695652174,0.774203821656051,0.6986927144535839,0.881081081081081,0.5163043478260869,0.9217970049916806,0.8908220425508431,0.988479262672811,0.8323353293413174,0.8627620632279533,0.7953079555175363,0.947142857142857,0.6434730538922157,magneto,False,sgd,0.01,100,0,,shuffle,False,100
970af3059f93437da0708509ca16bc0c,,0.2,0.8280254777070064,0.7723266745005876,1.0,0.8913043478260869,0.7454140127388537,0.6528084606345474,0.8764864864864866,0.4291304347826086,0.826955074875208,0.7323670631088055,0.9746543778801844,0.5269461077844312,0.7805990016638935,0.6536341372554431,0.9394239631336404,0.3678443113772454,magneto,False,radam,0.01,100,0,,shuffle,False,100
69d5cf8fd5bd4af2a52b09c9cdeff09b,,0.2,0.8726114649681529,0.8009204857030943,1.0,0.8695652173913043,0.7843312101910829,0.7113924794359577,0.8875675675675674,0.5352173913043479,0.8668885191347754,0.796165733050029,0.9907834101382488,0.6407185628742516,0.8162562396006655,0.7202087530009106,0.9364055299539172,0.5040119760479042,magneto,False,ranger,0.01,100,0,,shuffle,False,100
ecc4a0e5e8634c278fb887218192f479,,0.2,0.7770700636942676,0.7076968272620447,1.0,0.8478260869565217,0.7117834394904462,0.5497796709753231,0.9410810810810812,0.1584782608695652,0.8153078202995009,0.6916098678219598,1.0,0.4131736526946107,0.7342762063227954,0.5427807058693673,0.9738248847926266,0.1117365269461077,magneto,False,adam,0.01,100,0,,shuffle,False,100
